,textID,text,selected_text,sentiment,oof_selected_text,jaccard_diff
7947,71a60b0d75," yeah it made a great noise, and tripped the house circuit breaker. Good Times. $200 worth of parts too","yeah it made a great noise, and tripped the house circuit breaker. Good Times. $200 worth of parts too",negative, tripped,0.05263157894736842
7956,92ff7f2485," LOL it`s not the army it`s starfleet, rules are meant to be broken to get the job done. That`s why he gets the medal",rules are meant to be broken to get the job done.,negative, broken,0.1
7960,d208ed981b,Found out I have to go to the US again in August. Getting tired of transatlantic flights. Not good for my carbon footprint either,Getting tired of transatlantic flights. Not good for my carbon footprint either,negative, tired,0.08333333333333333
7962,0ab4ad43c8,"Oh PW, you done me wrong. The signing time in ur children`s article are all wrong...and no Neil Gaiman?! You tease me.  #bea",wrong.,negative, wrong. the signing time in ur children`s article are all wrong...,0.09090909090909091
7966,41b71fc4a3,"fourteen hours later, i`m still having the worst allergy flare-up in my life from shooting an engagement session in a field last night...","fourteen hours later, i`m still having the worst allergy flare-up in my life from shooting an engagement session in a field last night...",negative, worst,0.045454545454545456
7973,3b9fe0f1e2, Iï¿½m sorry for that,Iï¿½m sorry for that,negative, sorry,0.25
7980,b86bd3fe25,blast from the ****`ing past. NTS why must you suck so badly at school?,badly,negative, suck so badly at school?,0.2
7984,83c3c717ed,you ever come across something that reminds you alot of the one person that completely broke your heart? cause i just did,completely broke your heart?,negative, broke,0.25
7986,5238b26d73, Oh noooooo!!!      I`m so sorry!!  That sucks hard!,That,negative, sucks hard!,0.0
7996,1d07bd0bc2,Found out that a schoolmate died of an heart attack this morning. He was barely 35  will miss u bally!,miss,negative, died of an heart attack this morning. he was barely 35 will miss,0.07692307692307693
8005,40d3b2d03c, You right...we are 'arguing' about nothing...I thought it was healthy conversation,.we are 'arguing' about nothing.,negative,i thought it was healthy conversation,0.0
8008,1bfbfda136,"sigh.. stayed up late cause was on a role w/ assessment, now I`m so tired my eyes r stinging & my head hurts.. & I still need 500 words",tired,negative, tired my eyes r stinging & my head hurts..,0.125
8010,1a147f4b49,After work....Hillcats game!   .25 cent hot dogs haha,s haha,negative, after work....hillcats game! .25 cent hot dogs haha,0.1111111111111111
8028,01408c29ba,"i changed my picture  i am soo screwed, i have an assignment due tomorrow that i havent started, i just cant concentrate argh","i changed my picture  i am soo screwed, i have an assignment due tomorrow that i havent started, i just cant concentrate argh",negative," i am soo screwed,",0.21052631578947367
8030,dbef1dbef9," just had a look - missed out by a couple of hours, i`m sorry. i`ll let you know next time..",", i`m sorry.",negative, i`m sorry. i`ll let you know next time..,0.2222222222222222
8050,0e094f77c9,"wants to move to QLD already, this cold weather is killing me",this cold weather is killing me,negative, killing me,0.3333333333333333
8051,dc124a304c,"_mcsupergirl ok, finished set u free, and i am sooooo mad rite now...it cant end like that, i dont want him to be the bad guy",i am sooooo mad rite now..,negative, mad,0.16666666666666666
8056,92702a3a48,Bored to tears without my boys! They are at their dad`s for a week,Bored,negative, bored to tears,0.3333333333333333
8059,537efce045,i am Marina and i sware to God i`ll never again end up studying French till 2 o`clock at night EVER AGAIN...too much drama...sooo sleepy,sware to God i`ll never again en,negative,too much drama...,0.0
8060,7192534747," then how come I`m not uber successful?  I`m not making the same mistakes, I`m making entirely new ones!",e mistakes,negative, not uber successful?,0.0
8085,5da55949f3, I`m bummed...you`re gonna be only 30 minutes from me on Sunday & I can`t come hear ya.,I`m bummed.,negative, i`m bummed...,0.3333333333333333
8089,ae512e7ccd,isnt very happy about the fact that her back is hurting today,isnt very happy about the fact that her back is hurting today,negative, isnt very happy,0.25
8113,2c614b8bed,"Sh t, I`m getting even more sad. I`m currently at the library and j think it`ll be the last one tooooo",I`m getting even more sad.,negative, sad.,0.2
8141,4364ea8d55,ahh my poor feeeeeet,ahh my poor feeeeeet,negative, poor,0.25
8158,215eae817c, This was at Pitman`s down South. It just looks like business is bad all over,bad,negative, it just looks like business is bad,0.14285714285714285
8159,d37c1d2964,Such a headache  It`s killen me!,It`s killen me!,negative, headache,0.0
8162,e52de75122,Strike one.    (Three and I`m out.),(Three and I`m out,negative, i`m out.),0.2
8169,19fc16acac,Another long walk in the heat... I hate this...,in the heat... I hate this..,negative, i hate,0.3333333333333333
8184,df9f97f886,I`m not impressed that it almost always rains on Bank Holidays !! Stil... It`s a free day - no college,I`m not impressed that it almost always rains on Bank Holidays !! Stil... It`s a free day - no college,negative, i`m not impressed,0.15
8189,eda7c8ba8f,This is dumb. I keep losing followers!,This is dumb. I keep losing followers!,negative, dumb.,0.14285714285714285
8203,34fd7dd015,Man tha mojitos from earlier got me feelin type funny. Hope I don`t get sick  http://myloc.me/20DD,Hope I don`t get sick,negative, sick,0.2
8205,ca34f342a7,ONLY 1 thing sucks about holidays: worrying about pets. Cats will be tgthr @ 'cat resort' but Jonesy won`t have much company @ dad-in-law,sucks about holidays:,negative, sucks,0.3333333333333333
8212,67beae3c7f," _kat I`ve begged my mum to lt me get them out the attic.. but she wont let me  Waaa... and yes, was spoilt! hehe!",s spoilt,negative, spoilt!,0.0
8217,616868a4ea, u really dont right now! i am as sick as a newt in a freezer! its aweful  x,its aweful,negative, sick,0.0
8222,686bde1e35,"Very bored. All day, no one 2 talk 2. Missing my BF (and his kisses). Hols almost over,  don`t wanna go back 2 skool.","Very bored. All day, no one 2 talk 2. Missing my BF (and his kisses).",negative, very bored.,0.13333333333333333
8227,7e7fcbb19e," ha!The potential is there but so is the loss of fingers, think you can get the PO to do it? At a charge and not full proof",loss,negative," loss of fingers, think you can get the po to do it? at a charge and not full proof",0.05263157894736842
8242,f8f2d9d4d7,I want to see Drag Me to Hell. But I get the feeling none of my friends will go w/ me,none of my friends will go w/,negative,I want to see Drag Me to Hell. But I get the feeling none of my friends will go w/ me,0.3888888888888889
8249,27eed86c41, hi I`m ok   still not feeling great,hi I`m ok   still not feeling grea,negative, not feeling great,0.25
8250,7284fda784," ooow those look painful, poor bb","e look painful, poor bb",negative," painful,",0.2
8261,f68fbbc1db,**** you is all i have to say,**** you is all i have to say,negative, ****,0.125
8263,1745e1f22d, 'I SAAAAAAID!!' Haha. It kinda makes me sad though.  http://bit.ly/uJUA3,kinda makes me sad though.,negative, sad,0.2
8266,81094a0fb7, Yes yes she is indeed nuts! ... Like me... though i am not rich  Tut x,she is indeed nuts!,negative, nuts!,0.25
8280,350b1a5c91,They raised the prices at work which means people are tipping less. Yay,raised the prices,negative, they raised the prices at work which means people are tipping less.,0.25
8282,ea09fd8a70,is feeling her eyes burned-fried after 10 hours attached to the screen uploading new summer clothing for my store www.Chittypulga.com,burned-f,negative, burned-fried,0.0
8289,385d318976,"  so sorry, I just found the members preview has been sold out for awhile. It opens at Noon to the general public",o sorry,negative," so sorry,",0.0
8292,24e37fce8c,happy mothers day to all you mums out there,happy,negative, happy mothers day to all you mums out there,0.1111111111111111
8297,7769115b94,"Just sneezed three times in quick succession. But three is not four, so no record.",so no record.,negative, sneezed,0.0
8298,fd4f74462b,"coach says have come along way, faster that alot of people  oh yeah whos the man. ohh very sore",sore,negative, ohh very sore,0.3333333333333333
8308,58bf15e9da, It does it sometimes - it should come back ;) And the car thing sucks - I feel all anxious and yucky now,And the car thing sucks - I feel all anxious and yucky now,negative, sucks,0.08333333333333333
8314,d63df6a564, nah I don`t finish til next yearrrr!!!   are u stayin in the bad news after graduation?,the bad new,negative, bad news,0.25
8321,fb2453273a,School Over!!! I`m gonna miss a bunch of people,miss,negative, i`m gonna miss,0.3333333333333333
8329,ed483d0c51,has a headache from the the heat.,has a headache from the the heat.,negative, headache,0.16666666666666666
8334,38e6ac71c6,i really want to ring  but it costs 2 much  dam you credit crunch,but it costs 2 much,negative, costs 2 much dam you credit crunch,0.3333333333333333
8340,c8e658737f,"Installed office for Mac & messed up all my fonts on safari, **** on a stick! help! can`t even read the solutions online  #badmicrosoft",help! can`t even read the solutions online  #badmicrosoft,negative, messed,0.0
8387,eca38164c0,@ amhzz... did u get an invite? I miss u,miss,negative, i miss u,0.3333333333333333
8389,b34b83c44e,"is really, really bored... I guess I will go to bed","is really, really bored...",negative, bored...,0.25
8390,019eec771e,The balmain knockoffs in bebe make me sad.....I want the real deal...these shoes look cheapy cheapy.,sad..,negative, sad.....,0.0
8392,4589510b0b, Missed you last night hon,Missed you last night hon,negative, missed,0.2
8402,e6d6fa51df,http://twitpic.com/4ja12 - we were bored,we were bored,negative, bored,0.3333333333333333
8407,856e0ae5aa, britains got talent is rather disappointing this year,r disappointing this year,negative, disappointing,0.25
8408,804f5f6524, that makes me sad for you,makes me sad,negative, sad,0.3333333333333333
8409,2c28a84f1d,is very very tired  just want to sleep.  Stupid work getting in the way!!!,Stupid work,negative, is very very tired,0.0
8416,da8a201367,possibly going out tonight; is there ANYTHING to do in Lancaster? I miss Baltimore,miss,negative, i miss baltimore,0.3333333333333333
8428,5572972d36,about to rehearse...starving!!!,starving!!,negative,starving!!!,0.0
8439,23c1478113," So sad...found otu about your boot camp too late.   Oh well, may be in LA that day anyway.",sad.,negative, so sad...,0.0
8441,a2788b970d,"Today I`m sad, my cat of 10 years has just stopped eating, and is very sick.","Today I`m sad,",negative," sad, my cat of 10 years has just stopped eating, and is very sick.",0.0625
8445,5d2bf63914,#iusedtobescaredof the girls in the year above me at school,#iusedtobescaredof,negative, #iusedtobescared,0.0
8447,7c9c154e93,am little bit upset   ppl is jerk-,am little bit upset,negative, upset,0.25
8449,cc2d2f545f,Aww.. I lost 3 followers.  FOLLOW ME !,Aww..,negative, lost,0.0
8454,e8b52f06fc,back to my office.  the fire alarm went off due to someone burnt food in microwave,the fire alarm went off due to someone burnt food in microwave,negative, burnt,0.08333333333333333
8460,e2abcae593, smh @ playing dress up! lol. I can`t see the vid though... Its not working,smh,negative, its not working,0.0
8493,4a0146e1e6," I`m guessing the belt thing is a no-go since I didn`t hear back..Sorry  Stop by this weekend, we`ll talk bout the ring, etc.",belt thing is a no-go since I didn`t hear back.,negative,sorry,0.0
8497,4079da5f1a,well...gotta grab at least an hour and a half sleep before the girl`s get up for school...gawd the life of multi-taskin`  night/mornin`,.gawd the life of multi-taskin`  night/mornin`,negative,gawd,0.0
8500,0ffe509e87," CVS is that like a genetic brand?Poor you,my hubby gets bad allergies..no fun!",?Poor,negative, bad allergies..no fun!,0.0
8502,ffbae98f62,my stomach is bleh!,my stomach is bleh!,negative, bleh!,0.25
8506,187d8df080,_nk Wouldn`t call that cool or dangerous. Reckon it fits into the stupid category,Wouldn`t call that cool or dangerous. Reckon it fits into the stupid category,negative, stupid,0.07692307692307693
8510,8a5155db71, i`m about to have to hang up   my fone is getting to hot,to ha,negative, hang up my fone is getting to hot,0.1111111111111111
8520,cc40e90831,Listing to a sad song  so i am sad too,sad,negative, sad song so i am sad,0.2
8525,babd1acf78," I want too soo bad, I hate missing GUMBO, but I have a shoot tommorrow that I have to be at for 8:30.  So No GUMBO for me....","I want too soo bad, I hate missing GUMBO, but I have a shoot tommorrow that I have to be at for 8:30.  So No GUMBO for me....",negative," i want too soo bad,",0.21739130434782608
8531,5d9cfb8160,"Just got woken up by my mom... Our ENTIRE first floor is flooded. All our furniture, curtains, moms expensive rugs.... Soaked and ruined",ruined,negative, soaked and ruined,0.3333333333333333
