,textID,text,selected_text,sentiment,oof_selected_text,jaccard_diff
7261,a8233e9e1f,I wanna say happy mother`s day to all the mom`s including mine love u mama,I wanna say happy mother`s day to all the mom`s including mine love u mama,positive, happy,0.06666666666666667
7263,a25916fa0e,  Aww bless hope the phones okayy  x x,Aww bless hope the phones okayy  x,positive, bless,0.14285714285714285
7277,de80d2b698,had a fun day at the theatre... glad to be back in town for a while,had a fun day,positive, fun day at the theatre... glad,0.25
7278,b8e1142836,interesting day. good overall,interesting day. good overall,positive, interesting,0.25
7285,6b4eb2871c,"  Thanks for the link, ive voted & i`ll send that out too.",Thanks for the link,positive, thanks,0.25
7288,d1f802d13a,Good night everyone...... Time to go mimmiz......,Good night everyone...,positive, good,0.3333333333333333
7294,09be54d930,is also very excited for the BLAZIN SQUAD revival!  im rooting for `em-- their new song http://tinyurl.com/dz7tms,is also very excited,positive, excited,0.25
7296,ad82e9cc90,listening to ECHO by Gorilla Zoe ahh love that song,ahh love that song,positive, love,0.25
7323,5b2d79e3e0,recovering from mexican fiesta. Had a bit too much of a good time!,Had a bit too much of a good time!,positive, good time!,0.25
7326,2090eb4696,Um... happy star wars day btw. Cheers to all you scruffy looking nerfherders and hot ami`s out there.,happy star wars,positive, happy,0.3333333333333333
7330,37b058ec16, Yay for full-term!!,Yay for full-term!!,positive, yay,0.3333333333333333
7337,9bf53c0b1d," Everyone, please welcome my new friend, Kari, with a warm follow, as she just set up her twitter account tonight",warm,positive, please welcome,0.0
7353,95ab9c3364, Good Morning my Swedish Friend. I love the Meat Balls.  haha,love,positive, good,0.0
7355,5ea91c2730,"Happy mothers day to those of u that are mothers, and happy mothers day to all of your mothers      I miss my mom....","Happy mothers day to those of u that are mothers, and happy mothers day to all of your mothers      I miss my mom.",positive, happy,0.058823529411764705
7364,2bf3b5a062, yeah I m so happy for them that they should moved on and out there partying I m so happy,I m so happy,positive, happy,0.25
7373,885391baa1," Thanks mate, just came on board here at Twitter ...  .. tweet up sounds great..",p sounds great.,positive, thanks,0.0
7377,eebb5926fe,"Eating Toast  ~Peanut Butter,,Yum","Eating Toast  ~Peanut Butter,,Yum",positive,yum,0.0
7384,47810d8bde,FacePanda is cool,FacePanda is cool,positive, cool,0.3333333333333333
7392,b703054aaf,NiGHT NiGHT MY TWiTTER LOVES ON THE PHONE THEN SLEEP,NiGHT NiGHT MY TWiTTER LOVES ON THE PHONE THEN SLEEP,positive, loves,0.1111111111111111
7403,4ade066ad8, thanks for the message - just worked out how to see them and reply!,thanks for the message,positive, thanks,0.25
7410,3463ecdfd6,Im.in.the.room Im.watching.the.HANNAHmovie.withMOM.She.said.this.film.very.great.,great.,positive,very.great.,0.0
7419,60e4a455d7,Thanks so much for following me here too  I will keep you all up to date as much as possible on my makeup line plus all new collections,Thanks so much,positive, thanks,0.3333333333333333
7423,e88799de88,"Good morning World   This will be another wonderfull day, starting with breakfst with champions...  my kids ofcourse",r wonderfull,positive, good,0.0
7445,cb64f6d942,is enjoying the night with her folks.,is enjoying the night with her folks.,positive, enjoying,0.14285714285714285
7449,58c0fd11e3,"Happy Friday Dance, no rain and I`m about outta here..till 2morrow  I sat the saturday morning shift, but its still all good",Happy,positive," happy friday dance, no rain and i`m about outta here..till 2morrow i sat the saturday morning shift, but its still all good",0.045454545454545456
7450,29fa12b338,Good morning!!! Who wants breakfast??,Good morning!!,positive, good morning!!!,0.3333333333333333
7452,c0a15c93f7,Make sure u pick up Chrisette Michele`s new album EPIPHANY in stores tomorrow May 5th! You will love it! Promise!  Congrats ,Congrats,positive, you will love it! promise! congrats,0.16666666666666666
7455,e9a77f858e," cool, so if you could help make that happen, & make sure it happens at least once in houston, that`d be great. k? thanks.",thanks.,positive, that`d be great.,0.0
7458,6d1e778241," praying you get better soon you sweet one , sorry your still not well",praying you get better soon you sweet one,positive, praying,0.14285714285714285
7460,a726cc5ced,Saw Fiddler with Topol! The girls LOOOOVED it!  Next month... Annie! 7th row! *can`t wait* Trip 2 the music store for Fiddler sheet music.,The girls LOOOOVED it!,positive, looooved,0.25
7465,12651bf67e,Averaged $31 per hour at work today! Gotta love holidays,love,positive, gotta love holidays,0.3333333333333333
7467,577eed5e2c, congratss to them,congratss to them,positive, congratss,0.3333333333333333
7471,45dac3269a,loving life lately!!!!  Looking forward to going to see Samantha! Hanging out with Natalie right now!,loving life lately!!!!,positive, loving,0.3333333333333333
7473,94231c141c,Chilling out....now the boys have gone  Time To Relax,Chilling out...,positive, relax,0.0
7481,83365c9889, I wish I couldn`t wrap my head around it  Hopefully it`ll wake up some people that say/think 'racism doesn`t exist anymore',I wish I couldn`t wrap my head around it  Hopefully it`ll wake up some people that say/think 'racism doesn`t exist anymore',positive, wish,0.05
7486,f33a16c402,"Mooorning! It`s Friday, and that`s terrific! Smile up!    :-|      :-D",that`s terrific! Smile up!    :-|,positive, terrific!,0.2
7490,be80c8d17b,shouldn`t have stayed up til almost 2 reading 'rules' but i did. such a good book. totally worth the sleep deprivation.,such a good book. totally worth the sleep deprivation.,positive, good,0.1111111111111111
7494,2576146330, I love finding regional groups of Twitterers! Glad I could connect you with a few new people,Glad,positive, love,0.0
7503,3287f9c15b,_tastic Awww that is sweet,Awww that is sweet,positive, sweet,0.25
7518,4942768819,reunited and it feels so good,it feels so good,positive, good,0.25
7528,3641597205, Ayy.  Okayyy. It was nice seeing you kanina ! :> I like your hair. :>,s nice,positive, it was nice,0.25
7541,6e918cbf76,"Just went through my piggy bank, man there was a hell of a lot of money in there! I can easily live out of just it for the next 2 weeks",I can easily live,positive, man there was a hell of a lot of money,0.0
7542,7620ab849a,in Singapore! its so warm over here! Having a blast already,blast,positive, having a blast already,0.25
7547,4d645fac00,Round and Round the Garden: The amazing thing is that he`s still talking to me!  http://tinyurl.com/dx8as4,The amazing thing is that he`s still talking to me!,positive, amazing,0.1
7549,faae6e2fa3,"Man, looking through and packing up my books is looking at my past lives. Feeling kind of sentimental",Feeling kind of sentimental,positive, sentimental,0.25
7557,581357b39d, yay were all saved! Weve overcome god again!,saved!,positive, yay were all saved!,0.25
7558,ac3e3b4605," Np mate, was great meeting you in Prague",great meeting you,positive, great,0.3333333333333333
7572,c6aaf103fb,Saw Xmen Origins on Sat! By far the BEST Xmen movie! AMAZING!!!,BEST Xmen movie!,positive, best,0.3333333333333333
7575,4375ecbb93,just gott home from work and now relaxing,just gott home from work and now relaxing,positive, relaxing,0.125
7578,3f5e1d734a,happy momies day!,happy momies day!,positive, happy,0.3333333333333333
7581,43eaa8cbef, nice recolouring of your page  nobody is buying your anti-twittering words!! YOU LOVE IT!!!!,U LOVE,positive, nice,0.0
7592,e81b1d7caf,Happy May Bank Holiday British Peeps,Happy May Bank Holiday British Peeps,positive, happy,0.16666666666666666
7597,68087dccec,  Wish you both a very Happy and Fabulous Mother`s Day!,y Happy and Fabulous Mother`s Day!,positive, happy,0.16666666666666666
7603,b579558915,had a great night,had a great night,positive, great,0.25
7607,ab1061aa7b,Finally eating unagi I`ve been saving up for a while! +udon :] AGH I just realized the band playing at Bear Garden today is one I like!,:] AGH I just realized the band playing at Bear Garden today is one I like!,positive, like!,0.06666666666666667
7611,33fc26095a," Hehe ! Thanks for your advice  I choose the shoes, only three of them, so hard !!!",Thanks,positive, thanks for your advice,0.25
7617,d7b04db569,schoool time. not doing much this week.  about 20 more days of school and it`s time for NYC!  can`t wait for the last day of school.,can`t wait for the last day of school.,positive, can`t wait,0.25
7618,d4aec2fc6d, cut yourself a slice of cheese cake.. it makes everything better,better,positive, it makes everything better,0.25
7626,c2a63b0883,  psst new blog up.. comments me likey,psst new blog up.. comments me likey,positive, likey,0.14285714285714285
7628,d35ae85ac0, wow! I`ve joined the photography scene pretty recently so this (large format) makes it even more interesting,wow!,positive, interesting,0.0
7636,e10765aab8,I almost say 'bless you' to a sneezing cat,bless you',positive, 'bless,0.0
7647,ce32c34cbf,Right now at my second gig !!! Sippinn on guess whut ? Water  we sta focused we are on the job,Water  we sta focused we are on the job,positive, focused,0.125
7665,a55c04d547, good luck C have funn!,good luck C have funn!,positive, good,0.2
7667,f945e61525," haha...Live long & prosper. The movie was better than I thought, they did an awesome job, I`m pleased",better,positive, i`m pleased,0.0
7681,93710727b5,Good morning all! Its a fabulous morning here!,fabulous,positive, good morning all! its a fabulous morning here!,0.14285714285714285
7684,10482c5d1d," you know, i would love to see 5 lies editors believe about writers. #justsayin",would love to,positive, love,0.3333333333333333
7686,acd7baeab3," why arent u famous already? lol you have a very adoring fan, that fan would do anything for you hehehe, im you no.1 fan","very adoring fan,",positive, adoring,0.3333333333333333
7691,6d5edd31a4, Weather reports of a week of upper 60s make me happy  Perfect running weather!,make me happy  Perfect running weather!,positive, happy,0.16666666666666666
7695,758a1edf62,I have assignment due by midnight in professional writing class & I really wish I was already done with it Luv writing thought Id like it,I really wish I was already done with it Luv writing thought Id like it,positive, wish,0.07692307692307693
7696,46ef091694,"Soon we are going to look at a cabaret, it`s going to be fun!",it`s going to be fun!,positive, fun!,0.2
7697,f173c68653,is wishing everyone a blessed & beautiful Mother`s Day!,is wishing everyone a blessed & beautiful Mother`s Day!,positive, blessed,0.1111111111111111
7704,458a36f95d, DANG i want to be on the beach late at night. that`s the best. the sound of waves and the breeze!!hope you are well!,best.,positive, that`s the best.,0.3333333333333333
7708,9ccb1bcd26," Ha Thats good. Thats why I love my boys, cos they never stir up the hatred that the mighty red scum do  Everyone loves City","Ha Thats good. Thats why I love my boys,",positive, ha thats good.,0.375
7727,bb6bbbc15b," sweet, I`m trying to earn my crown for gluten free baking!","sweet, I`m trying to earn my crown for gluten free baking!",positive," sweet,",0.09090909090909091
7762,140dc0f7ab,Going for a ride! Perfect night to go out and chill,Going for a ride! Perfect night to go out and chill,positive, perfect,0.09090909090909091
7772,f4fef232da,Is looking forward to a yummy dinner with mizz Kate jones this evening!,looking forward to a yummy dinner,positive, yummy,0.16666666666666666
7779,eebe143e9b," Mmm, comfort junk food. That sounds good. I always preferred Wingstop",That sounds good.,positive," Mmm, comfort junk food. That sounds good. I always preferred Wingstop",0.2727272727272727
7786,a4cc723fb3,"What a day, 12 hours work  But I`d really like my job, it`s fabulous :b",like,positive," like my job, it`s fabulous",0.2
7788,ddf57c85e5,4 fillings to the good(?); two more appointments to go,4 fillings to the good(?,positive, good(?);,0.0
7789,07593d8cba,"Yo! Its moms day today, so do it big for mom dukes  and behave!",so do it big for mom,positive, behave!,0.0
7791,dfde5d23b1," Poor kitties  If there`s nothing that can be done, hopefully you`ll at least be able to find her a good home",a good,positive, hopefully you`ll at least be able to find her a good home,0.16666666666666666
7794,daaac3bc35, oh yes some are quite nice! and my `photoshop` liep zojuist vast. so now I have to start over painting Rï¿½isï¿½ngs glove,some are quite nice!,positive, nice!,0.25
7801,33b26f5fbe,  still waiting to have a beer with Moldovan. At least he`s happy I came.,. At least he`s happy I came.,positive, happy,0.14285714285714285
7808,513f76eabe, friends of mine just meet you today..... I can`t wait until it is my turn,can`t wait,positive, i can`t wait until it is my turn,0.25
